id,Fermi_name,Counterpart_name,Bzcat5_name,Optical_Class,RA_J2000,Dec_J2000,Redshift,SED_Class,LogSyncZ,Probability_Bayesian,Reliability_LR_RG,Reliability_LR_XG,Significance,Flux_1to100GeV,Spectral_Index,Spectral_Type,Power_Law_Index,Radio_flux),X_Flux,USNOVmag,SDSSVmag,CLEAN
571,3FGL J0836.3+2143,MG2 J083615+2138,, bcu II,08 36 16.21,+21 39 03.58,0.0,LSP,12.585,0.98,0.0,0.0,4.74,2.3818816e-10,2.5657,PowerLaw,2.57,133.0043,0.0,20.0398,19.11,Y
574,3FGL J0839.6+1803,TXS 0836+182,5BZBJ0839+1802,bll,08 39 30.72,+18 02 47.14,0.0,ISP,14.222999999999999,1.0,0.9,0.0,6.27,2.9542566e-10,1.9043,PowerLaw,1.9,410.7126,0.0,18.0217,16.53,Y
575,3FGL J0839.6+3538,FIRST J083943.3+354001,5BZBJ0839+3540,bll,08 39 43.36,+35 40 01.39,0.0,LSP,13.81,1.0,0.81,0.0,8.36,4.3659651e-10,1.923,PowerLaw,1.92,76.4717,0.0,18.0844,18.15,Y
576,3FGL J0840.8+1315,3C 207,5BZUJ0840+1312,ssrq,08 40 47.58,+13 12 23.56,0.6809999999999999,LSP,12.845,1.0,0.95,0.0,9.22,5.1810006e-10,2.4682,PowerLaw,2.47,2613.5566,1.03e-12,18.2242,17.82,Y
578,3FGL J0842.0-6055,PMN J0842-6053,, bcu II,08 42 26.56,-60 53 50.4,0.0,LSP,13.355,0.99,0.93,0.0,13.98,1.0799885e-09,2.3280000000000003,PowerLaw,2.33,775.9,0.0,19.7042,0.0,Y
579,3FGL J0843.9+5311,NVSS J084411+531250,5BZBJ0844+5312,bll,08 44 11.69,+53 12 50.58,0.0,ISP,14.28,0.99,0.0,0.0,8.7,3.9233666e-10,2.2398,PowerLaw,2.24,46.8683,0.0,18.7614,17.73,Y
580,3FGL J0846.7-0651,TXS 0845-068,5BZBJ0847-0703,bll,08 47 56.73,-07 03 16.9,0.0,LSP,13.53,0.0,0.9,0.0,5.99,3.0205018999999997e-10,2.6027,PowerLaw,2.6,727.0,4.6500000000000006e-12,16.0604,0.0,N
581,3FGL J0846.9-2336,PMN J0847-2337,5BZUJ0847-2337,bll,08 47 01.56,-23 37 01.67,0.059000000000000004,HSP,15.625,1.0,0.9,0.91,15.61,1.2005257e-09,2.0268,PowerLaw,2.03,145.4304,3.48e-12,11.1664,0.0,Y
582,3FGL J0847.1+1134,RX J0847.1+1133,5BZBJ0847+1133,bll,08 47 12.93,+11 33 50.15,0.19899999999999998,HSP,15.954,1.0,0.81,0.96,10.54,5.0625343e-10,1.7404,PowerLaw,1.74,33.3437,2.38e-11,16.8052,16.83,Y
583,3FGL J0849.1+6607,GB6 J0848+6605,5BZBJ0848+6606,bll,08 48 54.62,+66 06 09.5,0.0,ISP,14.7,1.0,0.0,0.0,10.85,5.4410537e-10,2.0161,PowerLaw,2.02,47.7396,0.0,17.3376,0.0,Y
584,3FGL J0849.3+0458,TXS 0846+051,5BZBJ0849+0455,bll,08 49 32.54,+04 55 07.84,0.0,ISP,14.786,0.98,0.0,0.0,8.42,5.283681299999999e-10,1.9695,PowerLaw,1.97,183.9137,0.0,18.2655,17.2,Y
585,3FGL J0849.9+5108,SBS 0846+513,5BZUJ0849+5108,nlsy1,08 49 57.97,+51 08 29.02,0.584,LSP,13.558,1.0,0.93,0.0,32.36,1.8711050000000002e-09,2.2824,PowerLaw,2.28,266.8758,0.0,18.194000000000003,17.37,Y
586,3FGL J0850.0+4855,GB6 J0850+4855,5BZBJ0850+4854,bll,08 50 00.35,+48 54 58.67,0.0,LSP,13.304,1.0,0.9,0.0,34.5,2.2036943e-09,2.1829,PowerLaw,2.18,92.1841,0.0,19.189,17.71,N
587,3FGL J0850.2+3500,RX J0850.5+3455,5BZGJ0850+3455,bll,08 50 36.19,+34 55 22.77,0.145,ISP,14.592,0.9,0.0,0.0,5.35,2.4687521e-10,1.9211,PowerLaw,1.92,35.5151,1.4099999999999998e-12,13.7779,15.43,Y
588,3FGL J0850.2-1214,PMN J0850-1213,5BZQJ0850-1213,fsrq,08 50 09.63,-12 13 35.37,0.5660000000000001,LSP,13.401,1.0,0.94,0.0,40.36,3.5253727e-09,2.0756,LogParabola,2.21,323.7562,0.0,17.4719,0.0,Y
589,3FGL J0851.8+5531,SDSS J085135.93+552834.5,5BZBJ0851+5528,bll,08 51 35.93,+55 28 34.41,0.0,LSP,13.694,0.99,0.0,0.0,7.06,3.3488654e-10,2.3424,PowerLaw,2.34,108.9651,0.0,18.4005,17.58,Y
590,3FGL J0854.2+4408,B3 0850+443,5BZBJ0854+4408,bll,08 54 09.88,+44 08 30.28,0.0,ISP,14.972000000000001,1.0,0.81,0.87,4.33,1.6051091000000002e-10,1.8095,PowerLaw,1.81,79.8664,3.4700000000000004e-12,18.4701,16.57,Y
591,3FGL J0854.8+2006,OJ 287,5BZBJ0854+2006,bll,08 54 48.87,+20 06 30.64,0.306,LSP,13.732000000000001,1.0,0.98,0.0,56.51,5.9029346e-09,2.1222,LogParabola,2.18,1512.3816,0.0,15.7332,14.72,Y
592,3FGL J0855.2-0718,PKS 0852-07,, bcu II,08 55 09.46,-07 15 02.83,0.0,ISP,14.155999999999999,0.97,0.91,0.0,5.59,2.9108032999999996e-10,2.565,PowerLaw,2.57,1157.309,0.0,19.7804,0.0,Y
593,3FGL J0856.5+2057,TXS 0853+211,5BZBJ0856+2057,bll,08 56 39.74,+20 57 43.4,0.18,ISP,14.552,1.0,0.88,0.0,8.26,6.0801775e-10,2.1859,PowerLaw,2.19,205.6008,0.0,18.9296,17.59,Y
594,3FGL J0856.7-1105,PMN J0856-1105,5BZBJ0856-1105,bll,08 56 41.8,-11 05 14.43,0.0,LSP,13.64,1.0,0.96,0.87,30.8,2.5304738e-09,2.0504,PowerLaw,2.05,475.6024,7.469999999999999e-13,17.2683,0.0,Y
595,3FGL J0858.1-1951,PKS 0855-19,5BZQJ0858-1950,bcu II,08 58 05.36,-19 50 36.93,0.0,LSP,13.502,1.0,0.95,0.81,10.26,7.2480283e-10,2.4627,PowerLaw,2.46,1226.4327,1.47e-12,18.7968,0.0,Y
596,3FGL J0859.1+6219,1RXS J085930.5+621737,5BZBJ0859+6217,bll,08 59 30.71,+62 17 30.48,0.0,ISP,14.975,0.99,0.0,0.0,5.95,2.7129473999999997e-10,2.4324,PowerLaw,2.43,22.2153,1.57e-12,19.4063,18.66,Y
597,3FGL J0902.4+2050,NVSS J090226+205045,5BZBJ0902+2050,bll,09 02 26.91,+20 50 46.39,0.0,ISP,14.1,1.0,0.87,0.0,18.29,1.2334109e-09,2.1018,PowerLaw,2.1,59.33,0.0,17.1621,15.87,Y
599,3FGL J0904.3+4240,S4 0900+42,, bcu II,09 04 15.62,+42 38 04.76,0.0,LSP,12.572000000000001,0.98,0.94,0.0,7.89,3.6770736e-10,2.476,PowerLaw,2.48,1247.9727,0.0,0.0,20.03,Y
601,3FGL J0905.5+1358,MG1 J090534+1358,5BZBJ0905+1358,bll,09 05 34.99,+13 58 06.32,0.0,HSP,15.15,1.0,0.91,0.0,16.65,1.0527488e-09,1.8387,PowerLaw,1.84,129.4415,0.0,17.0575,15.91,Y
602,3FGL J0906.3-0906,PMN J0906-0905,5BZBJ0906-0905,bll,09 06 18.05,-09 05 44.92,0.0,LSP,13.6,1.0,0.86,0.0,12.85,8.1397844e-10,2.0055,PowerLaw,2.01,73.8782,0.0,18.8031,0.0,Y
603,3FGL J0909.0+2310,RX J0908.9+2311,5BZBJ0909+2311,bll,09 09 00.62,+23 11 12.97,0.223,HSP,15.419,1.0,0.0,0.8,10.14,5.7362753e-10,1.7227,PowerLaw,1.72,47.353,1.03e-12,17.82,0.0,Y
605,3FGL J0909.6+0157,PKS 0907+022,5BZBJ0909+0200,bll,09 09 39.84,+02 00 05.26,0.0,LSP,13.68,1.0,0.85,0.0,9.62,9.113483300000001e-10,2.5411,PowerLaw,2.54,157.2723,0.0,18.6866,18.13,Y
606,3FGL J0909.8-0229,PKS 0907-023,5BZQJ0909-0231,fsrq,09 09 44.92,-02 31 30.35,0.9570000000000001,LSP,13.902999999999999,1.0,0.94,0.0,26.35,1.8355516e-09,2.1013,LogParabola,2.32,625.4313,0.0,17.4344,16.91,Y
607,3FGL J0910.5+3329,Ton 1015,5BZBJ0910+3329,bll,09 10 37.03,+33 29 24.42,0.0,HSP,15.056,1.0,0.91,0.0,17.41,1.2280007e-09,1.9842,PowerLaw,1.98,105.7205,2.26e-12,15.9785,15.64,Y
608,3FGL J0910.7+3858,FBQS J091052.0+390202,5BZBJ0910+3902,bll,09 10 51.86,+39 01 56.95,0.1987,LSP,13.790999999999999,0.98,0.0,0.0,4.63,1.8129408e-10,1.8821,PowerLaw,1.88,10.4942,0.0,17.755,17.12,Y
611,3FGL J0911.8+3351,MG2 J091151+3349,5BZBJ0911+3349,bll,09 11 47.76,+33 49 16.79,0.456,LSP,13.857000000000001,1.0,0.9,0.0,5.61,3.6937067e-10,2.1001,PowerLaw,2.1,380.84,0.0,18.5596,17.98,N
613,3FGL J0912.4+2800,1RXS J091211.9+275955,5BZBJ0912+2759,bll,09 12 11.21,+27 59 27.87,0.0,HSP,15.68,0.99,0.0,0.0,5.57,1.9911656e-10,1.5402,PowerLaw,1.54,4.365,1.2e-12,18.6855,0.0,Y
614,3FGL J0912.6-2757,PMN J0912-2752,, bcu II,09 12 31.58,-27 52 17.22,0.0,HSP,15.056,0.97,0.0,0.0,6.08,3.3583494e-10,2.6972,PowerLaw,2.7,256.9758,0.0,0.0,0.0,Y
615,3FGL J0912.7+1556,SDSS J091230.61+155528.0,5BZGJ0912+1555,bll,09 12 30.6,+15 55 28.0,0.212,HSP,15.664000000000001,0.99,0.0,0.88,5.45,1.6219616e-10,1.3507,PowerLaw,1.35,29.618000000000002,7.69e-12,15.4686,13.65,Y
616,3FGL J0912.9-2104,MRC 0910-208,5BZBJ0913-2103,bll,09 13 00.22,-21 03 21.05,0.198,HSP,16.502,1.0,0.93,0.97,14.41,1.0198734e-09,1.9414,PowerLaw,1.94,329.4553,4.02e-11,15.4047,0.0,Y
617,3FGL J0915.0+5844,SDSS J091608.57+584434.0,, bcu II,09 16 08.49,+58 44 43.86,0.0,LSP,13.92,0.0,0.86,0.0,4.18,1.792388e-10,2.4817,PowerLaw,2.48,752.946,0.0,19.7846,18.0,Y
618,3FGL J0915.8+2933,Ton 0396,5BZBJ0915+2933,bll,09 15 52.4,+29 33 24.04,0.0,HSP,15.592,1.0,0.95,0.96,30.02,2.0043374e-09,1.879,PowerLaw,1.88,342.1185,1.2099999999999999e-11,15.6043,15.48,Y
620,3FGL J0917.3-0344,NVSS J091714-034315,, bcu II,09 17 14.58,-03 43 15.43,0.0,HSP,15.6,0.0,0.0,0.84,5.51,2.710194e-10,1.7637,PowerLaw,1.76,32.2131,2.99e-12,17.2483,0.0,Y
622,3FGL J0921.0-2258,NVSS J092057-225721,, bcu II,09 20 57.39,-22 57 21.28,0.0,HSP,15.437000000000001,0.0,0.0,0.9,4.1,1.4242826e-10,1.5532,PowerLaw,1.55,14.3819,8.24e-12,18.5259,0.0,Y
624,3FGL J0922.4-0529,TXS 0919-052,5BZQJ0922-0529,fsrq,09 22 23.67,-05 29 07.18,0.9740000000000001,ISP,14.222000000000001,1.0,0.92,0.0,9.63,6.1696415e-10,2.1685,PowerLaw,2.17,490.6341,0.0,15.0418,0.0,Y
625,3FGL J0923.1+3853,B2 0920+39,, bcu II,09 23 14.45,+38 49 39.91,0.0,LSP,12.585,0.98,0.84,0.0,7.92,2.9429656e-10,2.752,PowerLaw,2.75,375.4117,0.0,0.0,0.0,Y
627,3FGL J0924.0+2816,B2 0920+28,5BZQJ0923+2815,fsrq,09 23 51.52,+28 15 25.02,0.7440000000000001,LSP,12.73,1.0,0.86,0.0,9.26,3.6336892e-10,2.6345,PowerLaw,2.63,272.9502,0.0,18.6382,18.8,Y
628,3FGL J0924.2+0534,RBS 0771,5BZBJ0924+0533,bll,09 24 01.26,+05 33 42.71,0.0,HSP,15.68,0.99,0.0,0.86,7.45,4.2556314000000006e-10,2.4305,PowerLaw,2.43,7.6147,5.1500000000000005e-12,18.3187,17.87,N
629,3FGL J0925.6+5959,NVSS J092542+595812,5BZBJ0925+5958,bll,09 25 42.67,+59 58 11.83,0.0,HSP,15.584000000000001,1.0,0.0,0.0,5.99,1.9022779e-10,1.6527,PowerLaw,1.65,10.135,1.13e-12,19.9008,18.76,Y
630,3FGL J0925.7+3129,B2 0922+31B,5BZBJ0925+3127,bll,09 25 43.65,+31 27 10.8,0.0,LSP,13.265,1.0,0.88,0.0,4.23,1.866097e-10,1.9976,PowerLaw,2.0,383.2945,0.0,18.6397,17.96,Y
631,3FGL J0926.3+5409,NVSS J092638+541126,5BZBJ0926+5411,bll,09 26 38.97,+54 11 25.85,0.841,ISP,14.77,0.98,0.0,0.0,5.25,2.3056715e-10,2.0692,PowerLaw,2.07,38.2144,0.0,19.3255,18.78,Y
632,3FGL J0927.9-2037,PKS 0925-203,5BZQJ0927-2034,fsrq,09 27 51.82,-20 34 51.23,0.348,LSP,13.245,1.0,0.92,0.86,9.45,5.703166799999999e-10,2.3838,PowerLaw,2.38,843.0514,5.09e-12,16.151,0.0,Y
633,3FGL J0928.5+4048,1RXS J092837.8+404858,5BZBJ0928+4048,bll,09 28 37.36,+40 48 43.2,0.0,HSP,15.499,1.0,0.0,0.0,5.69,2.2252428999999998e-10,1.8425,PowerLaw,1.84,7.1161,5.34e-13,18.6554,18.05,Y
634,3FGL J0928.7+7300,4C +73.07,, bcu II,09 29 00.04,+72 57 10.26,0.0,LSP,13.138,0.0,0.86,0.0,4.83,1.1473256e-10,2.9163,PowerLaw,2.92,479.0371,0.0,0.0,0.0,N
635,3FGL J0928.7+7300,GB6 J0929+7304,, bcu II,09 29 42.16,+73 04 04.52,0.0,LSP,13.738,0.97,0.0,0.0,4.83,1.1473256e-10,2.9163,PowerLaw,2.92,146.3833,0.0,19.2338,0.0,N
636,3FGL J0928.9-3530,NVSS J092849-352947,, bcu II,09 28 49.82,-35 29 48.85,0.0,LSP,13.775,1.0,0.0,0.0,9.97,6.4074912e-10,2.5304,PowerLaw,2.53,23.5913,0.0,18.7671,0.0,Y
637,3FGL J0929.4+5013,GB6 J0929+5013,5BZBJ0929+5013,bll,09 29 15.44,+50 13 35.98,0.0,ISP,14.136,1.0,0.94,0.82,14.01,1.0267646e-09,2.1641,PowerLaw,2.16,522.5684,9.42e-13,16.3618,16.01,Y
638,3FGL J0930.0+4951,1ES 0927+500,5BZBJ0930+4950,bll,09 30 37.77,+49 50 26.3,0.187,HSP,15.29,0.98,0.0,0.92,5.14,1.8292202e-10,1.4469,PowerLaw,1.45,21.5622,2.6899999999999996e-11,17.1539,17.08,Y
639,3FGL J0930.2+8612,S5 0916+864,5BZBJ0929+8612,bll,09 29 43.05,+86 12 21.27,0.0,LSP,13.168,1.0,0.91,0.0,21.07,1.2706518e-09,2.1837,PowerLaw,2.18,142.7944,3.3e-13,18.5766,0.0,Y
640,3FGL J0934.1+3933,GB6 J0934+3926,5BZBJ0934+3926,bll,09 34 06.67,+39 26 32.13,0.0,LSP,13.142999999999999,0.94,0.0,0.0,6.78,3.673466e-10,2.2775,PowerLaw,2.28,121.5267,0.0,0.0,18.8,N
641,3FGL J0934.1+3933,3C 221,, rdg,09 35 06.63,+39 42 06.7,0.0,LSP,12.8,0.0,0.81,0.0,6.78,3.673466e-10,2.2775,PowerLaw,2.28,1030.0925,0.0,0.0,0.0,N
642,3FGL J0937.7+5008,GB6 J0937+5008,5BZQJ0937+5008,fsrq,09 37 12.32,+50 08 52.09,0.276,LSP,13.075999999999999,0.98,0.0,0.0,7.34,3.3952197e-10,2.3759,PowerLaw,2.38,167.1889,1.34e-12,19.0043,17.91,Y
643,3FGL J0939.2-1732,TXS 0936-173,, bcu II,09 39 19.19,-17 31 35.77,0.0,LSP,13.004000000000001,1.0,0.87,0.0,8.89,6.2677125e-10,2.2697,PowerLaw,2.27,263.7238,0.0,0.0,0.0,Y
644,3FGL J0939.9-2831,TXS 0937-282,, bcu II,09 40 04.89,-28 29 29.87,0.0,LSP,12.54,0.99,0.88,0.0,10.01,6.205084200000001e-10,2.4714,PowerLaw,2.47,382.139,0.0,0.0,0.0,Y
645,3FGL J0940.9-1337,TXS 0938-133,5BZQJ0941-1335,fsrq,09 41 02.54,-13 35 50.98,0.551,LSP,13.470999999999998,1.0,0.88,0.0,10.15,6.3265354e-10,2.4091,PowerLaw,2.41,290.0225,0.0,17.6259,0.0,Y
647,3FGL J0942.1-0756,PMN J0942-0800,5BZBJ0942-0759,bll,09 42 21.46,-07 59 53.2,0.0,LSP,13.46,0.99,0.82,0.0,6.13,3.5180256e-10,2.0662,PowerLaw,2.07,216.5451,0.0,17.799,0.0,Y
648,3FGL J0945.9+5756,GB6 J0945+5757,5BZBJ0945+5757,bll,09 45 42.23,+57 57 47.69,0.22899999999999998,ISP,14.734000000000002,0.99,0.83,0.0,13.16,5.8248162e-10,2.3296,PowerLaw,2.33,112.0368,0.0,15.1038,16.49,Y
649,3FGL J0946.2+0103,RXS J094620.5+010459,5BZBJ0946+0104,bll,09 46 20.21,+01 04 52.09,0.5770000000000001,ISP,14.83,1.0,0.0,0.89,4.91,2.0944634e-10,1.6953,PowerLaw,1.7,15.0526,4.34e-12,19.5631,18.61,Y
651,3FGL J0947.1-2542,1RXS J094709.2-254056,, bcu II,09 47 09.52,-25 41 00.03,0.0,HSP,15.84,1.0,0.0,0.88,10.42,6.9706207e-10,1.95,PowerLaw,1.95,42.0426,3.4200000000000004e-12,17.3538,0.0,Y
653,3FGL J0948.8+0021,PMN J0948+0022,5BZQJ0948+0022,nlsy1,09 48 57.32,+00 22 25.55,0.585,LSP,13.017999999999999,1.0,0.86,0.86,39.39,2.6519644e-09,2.3174,LogParabola,2.63,70.1832,1.27e-12,18.2011,18.17,Y
654,3FGL J0950.1+4554,RX J0950.2+4553,5BZBJ0950+4553,bll,09 50 11.81,+45 53 20.05,0.39899999999999997,ISP,14.036,1.0,0.83,0.0,10.43,4.6294552000000004e-10,1.95,PowerLaw,1.95,48.2935,1.9899999999999999e-13,18.7818,18.18,Y
655,3FGL J0953.0-0839,PMN J0953-0840,5BZBJ0953-0840,bll,09 53 02.7,-08 40 18.36,0.0,HSP,15.293,1.0,0.91,0.94,29.8,2.3132092e-09,1.8054,PowerLaw,1.81,85.2581,4.46e-12,17.676,0.0,Y
656,3FGL J0953.1-7657c,1RXS J095306.1-765755,, bcu II,09 53 04.01,-76 58 04.4,0.0,ISP,14.919,0.0,0.0,0.87,6.9,4.731413e-10,1.912,PowerLaw,1.91,23.9,2.17e-12,18.6894,0.0,Y
657,3FGL J0954.2+4913,1ES 0950+495,5BZBJ0954+4914,bll,09 54 09.9,+49 15 00.98,0.38,HSP,17.26,1.0,0.0,0.86,6.45,1.2044195e-10,1.3314,PowerLaw,1.33,2.8724,1.95e-12,19.4916,18.51,Y
658,3FGL J0956.6+2515,OK 290,5BZQJ0956+2515,fsrq,09 56 49.87,+25 15 16.04,0.708,LSP,12.984000000000002,1.0,0.94,0.0,15.89,8.8846636e-10,2.4357,PowerLaw,2.44,1080.691,9.69e-13,18.333,17.84,N
661,3FGL J0957.6+5523,4C +55.17,5BZQJ0957+5522,fsrq,09 57 38.18,+55 22 57.76,0.899,ISP,14.229000000000001,1.0,0.99,0.92,112.86,1.0449727e-08,1.8832,LogParabola,2.0,3079.7576,7.69e-13,17.4219,17.19,Y
662,3FGL J0958.3-0318,1RXS J095806.4-031729,5BZBJ0958-0317,bll,09 58 06.14,-03 17 38.3,0.0,HSP,17.68,0.99,0.0,0.8,4.93,1.9086276999999998e-10,1.5151,PowerLaw,1.52,7.5925,2.8199999999999997e-12,19.0264,18.71,Y
663,3FGL J0958.4-6752,1RXS J095812.8-675241,, bcu II,09 58 12.98,-67 52 43.7,0.0,HSP,15.95,0.0,0.0,0.95,6.88,4.5357748e-10,2.207,PowerLaw,2.21,39.5,1.32e-11,16.6795,0.0,Y
664,3FGL J0958.6+6534,S4 0954+65,5BZBJ0958+6533,bll,09 58 47.24,+65 33 54.81,0.36700000000000005,LSP,13.491,1.0,0.96,0.87,27.16,1.3807985e-09,2.3815,PowerLaw,2.38,730.0291,1.12e-12,15.9054,0.0,Y
665,3FGL J0958.6-2447,TXS 0956-244,, bcu II,09 58 20.46,-24 43 59.64,0.0,LSP,13.915,0.96,0.0,0.0,6.17,4.1467843e-10,2.2424,PowerLaw,2.24,170.08,0.0,20.4485,0.0,Y
666,3FGL J0959.7+2124,RX J0959.4+2123,5BZBJ0959+2123,bll,09 59 29.88,+21 23 21.09,0.365,HSP,16.235,1.0,0.0,0.89,5.85,3.1795294e-10,2.145,PowerLaw,2.15,40.9159,8.09e-12,17.4935,17.56,Y
667,3FGL J1001.0+2913,GB6 J1001+2911,5BZBJ1001+2911,bll,10 01 10.2,+29 11 37.53,0.5579999999999999,LSP,13.193,1.0,0.85,0.0,13.17,7.391799900000001e-10,2.157,PowerLaw,2.16,197.34599999999998,3.73e-13,17.0693,17.41,Y
668,3FGL J1002.3+2220,1RXS J100235.8+221609,5BZBJ1002+2216,bll,10 02 34.41,+22 16 14.89,0.0,HSP,15.65,0.99,0.0,0.0,4.72,2.8292623999999997e-10,2.3089,PowerLaw,2.31,14.0222,8.13e-13,19.0909,18.43,Y
669,3FGL J1003.6+2608,PKS 1000+26,, bcu I,10 03 42.3,+26 05 11.59,0.0,ISP,14.02,0.0,0.87,0.0,4.86,2.7497933999999997e-10,2.2919,PowerLaw,2.29,440.325,0.0,20.2539,19.67,Y
670,3FGL J1006.7+3453,EXO 1004.0+3509,5BZBJ1006+3454,bll,10 06 56.47,+34 54 45.18,0.612,ISP,14.752,1.0,0.0,0.82,5.5,1.7072331999999998e-10,1.6554,PowerLaw,1.66,6.7291,2.05e-12,18.0078,18.58,Y
671,3FGL J1006.7-2159,PKS 1004-217,5BZQJ1006-2159,fsrq,10 06 46.41,-21 59 20.41,0.33,ISP,14.559000000000001,1.0,0.91,0.0,21.65,1.3341441e-09,2.4349,PowerLaw,2.43,230.8324,0.0,16.6319,0.0,Y
673,3FGL J1007.4-3334,TXS 1005-333,, bcu II,10 08 07.3,-33 33 16.89,0.0,LSP,13.74,0.0,0.83,0.0,4.13,2.972213e-10,2.5383,PowerLaw,2.54,568.1,0.0,20.42,0.0,N
674,3FGL J1007.8+0026,PKS 1005+007,, bcu I,10 08 11.43,+00 29 59.95,0.0979,ISP,14.940999999999999,0.0,0.85,0.0,5.61,3.5367614e-10,2.0891,PowerLaw,2.09,485.5625,1.0199999999999999e-12,13.7126,15.07,Y
675,3FGL J1007.9+0621,MG1 J100800+0621,5BZBJ1008+0621,bll,10 08 00.81,+06 21 21.21,0.0,LSP,13.565,1.0,0.94,0.82,16.83,1.207153e-09,2.2814,PowerLaw,2.28,507.50699999999995,9.27e-13,17.5336,17.02,Y
676,3FGL J1008.9-2910,PMN J1008-2912,, bcu II,10 08 44.98,-29 12 41.75,0.0,LSP,12.68,0.98,0.0,0.0,5.42,3.260075e-10,2.3906,PowerLaw,2.39,73.426,0.0,0.0,0.0,N
677,3FGL J1009.0-3137,PKS 1006-313,, bcu II,10 08 50.55,-31 39 05.46,0.0,ISP,14.16,0.99,0.85,0.0,5.47,5.238236e-10,2.3477,PowerLaw,2.35,237.22400000000002,0.0,18.7344,0.0,N
678,3FGL J1010.2-3120,1RXS J101015.9-311909,5BZBJ1010-3119,bll,10 10 15.87,-31 19 06.62,0.14300000000000002,HSP,16.308,1.0,0.87,0.0,14.11,7.9869755e-10,1.5763,PowerLaw,1.58,74.4082,2.8300000000000002e-11,14.1214,0.0,Y
679,3FGL J1010.8-0158,PKS 1008-01,5BZQJ1010-0200,fsrq,10 10 51.66,-02 00 19.57,0.887,ISP,14.155999999999999,0.99,0.91,0.0,5.71,3.3211542e-10,2.3795,PowerLaw,2.38,686.03,0.0,18.7923,18.65,N
680,3FGL J1010.8-0158,NVSS J101051-020227,, fsrq,10 10 51.6,-02 02 27.35,0.8959999999999999,LSP,12.597000000000001,0.96,0.88,0.0,5.71,3.3211542e-10,2.3795,PowerLaw,2.38,533.4727,0.0,18.8,18.95,N
681,3FGL J1012.2+0631,NRAO 350,5BZBJ1012+0630,bll,10 12 13.34,+06 30 57.19,0.518,ISP,14.981,1.0,0.94,0.0,10.16,6.5458589e-10,2.0759,PowerLaw,2.08,535.7729,0.0,18.2223,16.72,Y
683,3FGL J1012.7+4229,B3 1009+427,5BZBJ1012+4229,bll,10 12 44.3,+42 29 57.09,0.365,HSP,16.808,1.0,0.85,0.93,9.8,3.5095574e-10,1.6635,PowerLaw,1.66,79.6352,8.300000000000001e-12,17.6994,17.58,Y
685,3FGL J1014.2+4115,GB6 J1014+4112,, bcu II,10 14 17.86,+41 12 17.05,0.0,LSP,13.67,0.99,0.0,0.0,5.58,2.5836028e-10,2.4237,PowerLaw,2.42,45.4568,0.0,19.7031,20.29,Y
686,3FGL J1015.0+4925,1H 1013+498,5BZBJ1015+4926,bll,10 15 04.13,+49 26 00.7,0.212,HSP,15.634,1.0,0.97,0.98,84.57,7.3541919e-09,1.8334,PowerLaw,1.83,378.216,1.98e-11,14.9086,15.17,Y
688,3FGL J1016.0-0635,NVSS J101626-063624,, bcu II,10 16 26.96,-06 36 25.18,0.0,LSP,13.425,0.98,0.0,0.0,4.47,2.546918e-10,2.5441,PowerLaw,2.54,39.7535,0.0,0.0,0.0,Y
689,3FGL J1016.1+5555,TXS 1012+560,5BZQJ1015+5551,bcu II,10 15 44.42,+55 51 00.61,0.0,ISP,14.125,0.87,0.0,0.0,9.48,3.3663036e-10,2.5253,PowerLaw,2.53,133.0945,0.0,19.6066,19.13,Y
690,3FGL J1018.1+1904,NVSS J101808+190614,5BZBJ1018+1906,bll,10 18 08.0,+19 06 14.59,0.0,ISP,14.615,1.0,0.0,0.0,11.35,6.143440799999999e-10,1.9836,PowerLaw,1.98,14.6786,0.0,0.0,0.0,N
691,3FGL J1018.1+1904,MG1 J101810+1903,, bcu II,10 18 13.19,+19 03 03.81,0.0,ISP,14.02,0.99,0.83,0.0,11.35,6.143440799999999e-10,1.9836,PowerLaw,1.98,81.3574,0.0,19.765,18.71,N
693,3FGL J1018.4-3119,PKS 1016-311,5BZQJ1018-3123,fsrq,10 18 28.75,-31 23 53.84,0.794,LSP,12.925999999999998,1.0,0.84,0.0,8.75,5.469617e-10,2.5335,PowerLaw,2.53,379.4679,0.0,18.223,0.0,Y
695,3FGL J1018.8+5913,TXS 1015+594,5BZBJ1018+5911,bll,10 18 58.53,+59 11 27.85,0.0,ISP,14.44,0.99,0.81,0.0,7.44,3.0429692e-10,2.0904,PowerLaw,2.09,98.0291,0.0,17.8431,17.21,Y
696,3FGL J1020.0+6323,GB6 J1019+6319,5BZBJ1019+6320,bll,10 19 50.87,+63 20 01.62,0.0,LSP,13.24,0.99,0.0,0.0,7.87,3.5895472999999996e-10,2.2871,PowerLaw,2.29,109.0721,0.0,19.0699,17.8,Y
697,3FGL J1021.8+8023,NVSS J102201+802350,, bcu II,10 22 02.1,+80 23 49.99,0.0,LSP,13.215,1.0,0.87,0.0,9.88,4.5107075999999995e-10,2.3267,PowerLaw,2.33,200.0152,0.0,0.0,19.84,Y
