id,Fermi_name,Counterpart_name,Bzcat5_name,Optical_Class,RA_J2000,Dec_J2000,Redshift,SED_Class,LogSyncZ,Probability_Bayesian,Reliability_LR_RG,Reliability_LR_XG,Significance,Flux_1to100GeV,Spectral_Index,Spectral_Type,Power_Law_Index,Radio_flux),X_Flux,USNOVmag,SDSSVmag,CLEAN
835,3FGL J1158.9+0818,RX J1158.8+0819,, bcu III,11 58 53.46,+08 19 59.84,0.0,-,0.0,1.0,0.0,0.0,5.43,2.2591601000000002e-10,1.8695,PowerLaw,1.87,7.3906,8.600000000000001e-13,0.0,21.5,Y
836,3FGL J1159.2-2141,PMN J1159-2142,5BZQJ1159-2142,fsrq,11 59 21.43,-21 42 44.91,0.617,LSP,13.214,1.0,0.91,0.0,14.7,1.2559219e-09,2.3608,PowerLaw,2.36,321.0828,0.0,19.0367,0.0,Y
837,3FGL J1159.3-2226,PKS 1156-221,5BZUJ1159-2228,bcu I,11 59 11.26,-22 28 36.9,0.565,LSP,13.06,0.99,0.95,0.0,17.89,1.741057e-09,2.3717,PowerLaw,2.37,1178.327,0.0,18.8476,0.0,Y
838,3FGL J1159.5+2914,Ton 599,5BZQJ1159+2914,fsrq,11 59 31.83,+29 14 43.82,0.725,LSP,13.347000000000001,1.0,0.98,0.92,93.4,8.3652143e-09,2.0947,LogParabola,2.21,2031.7178,1.49e-12,17.4166,17.71,Y
839,3FGL J1159.6-0723,PMN J1159-0723,, bcu II,11 59 31.8,-07 23 56.24,0.0,LSP,13.95,1.0,0.82,0.0,8.35,5.4764709e-10,2.1039,PowerLaw,2.1,77.1529,0.0,18.8861,0.0,Y
840,3FGL J1200.8+1228,GB6 J1200+1230,, bcu II,12 00 40.02,+12 31 03.2,0.0,LSP,13.53,0.9,0.0,0.0,7.27,4.0955428e-10,2.2484,PowerLaw,2.25,44.9294,0.0,19.9799,18.35,Y
841,3FGL J1200.9+2010,TXS 1158+204,, bcu II,12 00 57.11,+20 08 44.58,0.0,LSP,12.69,0.99,0.8,0.0,6.8,3.3590941e-10,2.5242,PowerLaw,2.52,141.4283,0.0,0.0,0.0,Y
842,3FGL J1203.1+6029,SBS 1200+608,5BZBJ1203+6031,bll,12 03 03.5,+60 31 19.16,0.0653,ISP,14.927,1.0,0.89,0.83,15.61,7.7683859e-10,2.2085,PowerLaw,2.21,190.9381,1.33e-12,11.9062,14.55,Y
843,3FGL J1203.2+3847,NVSS J120257+385147,5BZBJ1202+3851,bll,12 02 57.09,+38 51 46.88,0.0,ISP,14.08,0.96,0.0,0.0,4.81,2.1630496e-10,2.4283,PowerLaw,2.43,24.039,0.0,0.0,18.19,Y
844,3FGL J1203.5-3925,PMN J1203-3926,, bcu II,12 03 17.79,-39 26 18.71,0.0,HSP,15.85,0.99,0.0,0.86,7.31,2.8993363e-10,1.6386,PowerLaw,1.64,64.6579,2.9999999999999997e-12,17.8626,0.0,Y
845,3FGL J1204.0+1144,1RXS J120413.0+114549,5BZBJ1204+1145,bll,12 04 12.11,+11 45 55.33,0.29600000000000004,HSP,16.313,1.0,0.0,0.83,8.29,4.6626492e-10,1.8773,PowerLaw,1.88,15.2427,2.29e-12,17.7404,17.18,Y
846,3FGL J1204.3-0708,1RXS J120417.0-070959,5BZGJ1204-0710,bll,12 04 16.66,-07 10 09.0,0.184,HSP,15.123,1.0,0.87,0.86,15.82,1.0459671e-09,1.8612,PowerLaw,1.86,168.8768,2.16e-12,15.3133,0.0,Y
847,3FGL J1205.4+0412,PKS 1203+04,, ssrq,12 06 19.92,+04 06 12.04,0.536,-,0.0,0.0,0.86,0.0,4.98,2.4060634e-10,2.6412,PowerLaw,2.64,1502.3053,0.0,0.0,19.23,N
849,3FGL J1205.8-2636,PKS 1203-26,5BZQJ1205-2634,fsrq,12 05 33.21,-26 34 04.46,0.789,LSP,13.398,1.0,0.94,0.0,11.59,7.580263599999999e-10,2.5406,PowerLaw,2.54,1654.3826,1.66e-12,19.3732,0.0,Y
850,3FGL J1207.6-2232,NVSS J120738-223250,, bcu II,12 07 38.11,-22 32 51.02,0.0,LSP,12.62,0.98,0.0,0.0,6.72,4.2315887e-10,2.5748,PowerLaw,2.57,59.3215,0.0,20.3614,0.0,Y
851,3FGL J1207.6-4537,PMN J1207-4531,, bcu III,12 07 42.19,-45 30 17.79,0.0,-,0.0,0.9,0.0,0.0,4.6,3.7383088e-10,2.1128,PowerLaw,2.11,166.5,0.0,18.04,0.0,Y
852,3FGL J1208.2-7810c,PKS 1205-778,, bcu II,12 08 18.35,-78 09 48.61,0.0,ISP,14.03,1.0,0.89,0.0,4.9,3.6627976e-10,2.1456,PowerLaw,2.15,246.7,0.0,0.0,0.0,Y
854,3FGL J1209.4+4119,B3 1206+416,5BZBJ1209+4119,bll,12 09 22.78,+41 19 41.37,0.0,LSP,13.85,1.0,0.91,0.84,9.86,4.4504195e-10,1.9449,PowerLaw,1.94,274.3442,1.23e-12,17.335,17.08,Y
855,3FGL J1209.8+1810,MG1 J120953+1809,5BZQJ1209+1810,fsrq,12 09 51.76,+18 10 06.82,0.845,LSP,13.446,1.0,0.85,0.0,12.82,7.6496204e-10,2.2975,PowerLaw,2.3,73.3759,0.0,19.5518,18.21,Y
856,3FGL J1212.6+5135,1RXS J121301.8+512942,5BZBJ1213+5129,bll,12 13 00.87,+51 29 35.79,0.0,HSP,15.7,0.86,0.0,0.0,5.51,2.6905669e-10,2.1911,PowerLaw,2.19,36.3205,1.6999999999999998e-12,18.4716,17.94,Y
857,3FGL J1213.1-2619,RBS 1080,5BZBJ1213-2618,bll,12 13 23.12,-26 18 07.8,0.278,HSP,16.607,1.0,0.0,0.91,5.91,3.6163017e-10,1.8864,PowerLaw,1.89,7.4391,1.06e-11,17.7553,0.0,Y
859,3FGL J1215.0+5002,NVSS J121500+500216,5BZBJ1215+5002,bll,12 15 00.79,+50 02 15.53,0.0,ISP,14.68,1.0,0.87,0.0,10.28,4.4847642e-10,1.9194,PowerLaw,1.92,86.6246,0.0,17.634,16.95,Y
861,3FGL J1217.8+3007,1ES 1215+303,5BZBJ1217+3007,bll,12 17 52.08,+30 07 00.63,0.13,HSP,15.258,1.0,0.97,0.99,54.75,6.0511778e-09,1.9745,PowerLaw,1.97,572.8297,8.640000000000001e-11,13.8074,14.86,Y
862,3FGL J1218.0-0029,PKS 1215-002,5BZBJ1217-0029,bll,12 17 58.72,-00 29 46.29,0.419,LSP,13.507,1.0,0.91,0.0,8.74,6.5287542e-10,2.3884,PowerLaw,2.39,452.5391,0.0,19.6984,17.12,Y
863,3FGL J1218.4-0121,PKS 1216-010,5BZBJ1218-0119,bll,12 18 34.92,-01 19 54.34,0.0,LSP,13.842,0.98,0.86,0.0,13.76,1.1178900000000002e-09,2.1952,PowerLaw,2.2,244.5492,0.0,18.9832,16.97,Y
864,3FGL J1218.5+6912,NVSS J122044+690522,, bcu III,12 20 44.56,+69 05 25.29,0.0,-,0.0,0.8,0.0,0.0,5.39,1.1325685e-10,3.0189999999999997,PowerLaw,3.02,8.18,5.379999999999999e-12,19.6582,0.0,N
865,3FGL J1218.8-4827,PMN J1219-4826,, bcu II,12 19 02.25,-48 26 27.89,0.0,ISP,14.113,0.99,0.0,0.0,8.14,6.14931e-10,2.3362,PowerLaw,2.34,62.0,0.0,17.5265,0.0,Y
866,3FGL J1219.7-0314,1RXS J121946.0-031419,5BZBJ1219-0314,bll,12 19 45.71,-03 14 23.98,0.299,ISP,14.664000000000001,1.0,0.0,0.88,8.68,5.7184518e-10,2.0012,PowerLaw,2.0,29.0593,3.34e-12,17.8894,17.14,Y
867,3FGL J1220.2+3434,GB2 1217+348,5BZBJ1220+3431,bll,12 20 08.29,+34 31 21.74,0.0,LSP,13.95,0.99,0.86,0.0,9.97,5.076885e-10,2.1882,PowerLaw,2.19,250.9112,4.810000000000001e-13,17.1366,16.89,Y
868,3FGL J1220.2+7105,S5 1217+71,5BZQJ1220+7105,fsrq,12 20 03.62,+71 05 31.13,0.451,ISP,14.462,1.0,0.88,0.0,14.58,5.6787475e-10,2.4623,PowerLaw,2.46,252.5305,0.0,0.0,0.0,Y
869,3FGL J1221.3+3010,PG 1218+304,5BZBJ1221+3010,bll,12 21 21.94,+30 10 37.16,0.182,HSP,16.663,1.0,0.93,0.98,38.92,3.3027394e-09,1.6604,PowerLaw,1.66,71.5749,3.16e-11,15.4628,15.67,Y
870,3FGL J1221.4+2814,W Comae,5BZBJ1221+2813,bll,12 21 31.69,+28 13 58.5,0.10300000000000001,ISP,14.422,1.0,0.97,0.93,49.85,4.1229975e-09,2.1024,PowerLaw,2.1,732.2455,2.29e-12,14.422,14.57,Y
871,3FGL J1222.4+0414,4C +04.42,5BZQJ1222+0413,fsrq,12 22 22.54,+04 13 15.77,0.966,LSP,13.104000000000001,1.0,0.94,0.82,30.02,1.1995721e-09,2.5085,LogParabola,2.77,800.8724,1.6e-12,17.3042,16.42,Y
872,3FGL J1222.7+8041,S5 1221+80,5BZBJ1223+8040,bll,12 23 40.49,+80 40 04.34,0.0,LSP,13.215,0.99,0.93,0.0,16.88,9.749086e-10,2.2855,PowerLaw,2.29,705.2,4.629999999999999e-13,19.4199,0.0,Y
873,3FGL J1223.3-3028,NVSS J122337-303246,, bcu II,12 23 37.0,-30 32 50.09,0.0,HSP,15.95,0.98,0.0,0.0,4.37,2.7568756e-10,1.8866,PowerLaw,1.89,8.28,0.0,17.6596,0.0,Y
874,3FGL J1224.5+2436,MS 1221.8+2452,5BZBJ1224+2436,bll,12 24 24.18,+24 36 23.5,0.218,HSP,15.386,1.0,0.0,0.88,13.36,7.046329599999999e-10,1.8869,PowerLaw,1.89,26.0096,2.75e-12,17.924,16.37,Y
876,3FGL J1224.6+4332,B3 1222+438,5BZBJ1224+4335,bll,12 24 51.5,+43 35 19.28,0.0,LSP,13.32,0.99,0.87,0.0,11.16,3.9002893e-10,2.6359,PowerLaw,2.64,366.6129,0.0,0.0,19.29,Y
877,3FGL J1224.6-8312,PKS 1221-82,5BZUJ1224-8313,bcu I,12 24 54.38,-83 13 10.1,0.0,LSP,11.95,1.0,0.9,0.0,7.47,4.4875752999999997e-10,2.6945,PowerLaw,2.69,517.6,0.0,0.0,0.0,Y
878,3FGL J1224.9+2122,4C +21.35,5BZQJ1224+2122,fsrq,12 24 54.45,+21 22 46.38,0.435,LSP,13.877,1.0,0.99,0.97,219.67,2.5537489e-08,2.1854,LogParabola,2.29,2095.1997,3.8199999999999995e-12,16.2486,15.85,Y
879,3FGL J1225.7-7314,PMN J1225-7313,, bcu II,12 25 35.29,-73 13 39.5,0.0,ISP,14.825,1.0,0.89,0.0,5.41,4.7079607e-10,2.3094,PowerLaw,2.31,267.3,0.0,18.6441,0.0,N
880,3FGL J1226.8+0638,1RXS J122645.2+063906,5BZBJ1226+0638,bll,12 26 44.22,+06 38 53.29,0.0,HSP,15.85,1.0,0.0,0.85,5.49,1.7401788e-10,1.5645,PowerLaw,1.56,17.372,1.67e-12,18.5222,16.8,Y
881,3FGL J1226.9-1329,PMN J1226-1328,5BZBJ1226-1328,bll,12 26 54.41,-13 28 38.98,0.456,LSP,13.378,1.0,0.88,0.0,13.39,1.0323516e-09,1.9827,PowerLaw,1.98,146.2082,0.0,0.0,0.0,N
883,3FGL J1229.1+0202,3C 273,5BZQJ1229+0203,fsrq,12 29 06.69,+02 03 08.59,0.158,LSP,13.524000000000001,1.0,1.0,0.98,149.01,9.4244204e-09,2.5163,LogParabola,2.66,54992.0,1.11e-10,13.9413,13.23,Y
884,3FGL J1230.3+2519,ON 246,5BZBJ1230+2518,bll,12 30 14.08,+25 18 07.13,0.135,ISP,14.905,1.0,0.89,0.89,17.97,1.1141964e-09,2.2354,PowerLaw,2.24,244.0648,3.92e-12,15.3616,14.23,Y
885,3FGL J1230.9+1224,M 87,, rdg,12 30 49.42,+12 23 28.04,0.00428,-,0.0,1.0,1.0,0.0,18.88,1.3064864e-09,2.0401,PowerLaw,2.04,138490.0,0.0,9.3762,0.0,Y
886,3FGL J1231.5+6414,MS 1229.2+6430,5BZBJ1231+6414,bll,12 31 31.39,+64 14 18.28,0.163,HSP,16.285999999999998,1.0,0.83,0.9,6.3,2.3973958999999997e-10,1.9383,PowerLaw,1.94,58.9141,4.39e-12,14.6869,15.89,Y
887,3FGL J1231.7+2847,B2 1229+29,5BZBJ1231+2847,bll,12 31 43.57,+28 47 49.76,0.23645,ISP,14.992,1.0,0.92,0.93,36.96,2.7335463e-09,1.9485,PowerLaw,1.95,141.6485,2.97e-12,17.0086,16.79,Y
888,3FGL J1231.8+1421,GB6 J1231+1421,5BZBJ1231+1421,bll,12 31 23.9,+14 21 24.42,0.256,HSP,15.029000000000002,0.99,0.0,0.0,5.93,3.8585229e-10,2.0651,PowerLaw,2.07,55.6403,0.0,17.2814,16.63,Y
889,3FGL J1233.7-0145,NVSS J123341-014426,5BZBJ1233-0144,bll,12 33 41.33,-01 44 23.71,0.0,ISP,14.45,1.0,0.8,0.0,15.72,1.1150438e-09,2.2214,PowerLaw,2.22,28.9346,0.0,18.1062,17.86,Y
890,3FGL J1236.6+3901,RX J1236.4+3859,5BZBJ1236+3900,bll,12 36 22.88,+39 00 03.19,0.39,ISP,14.783,0.98,0.0,0.0,5.26,2.1390022000000003e-10,2.492,PowerLaw,2.49,37.1162,4.96e-13,18.1508,17.59,Y
891,3FGL J1237.9+6258,1H 1241+626,5BZBJ1237+6258,bll,12 37 39.44,+62 58 43.55,0.297,HSP,15.152999999999999,0.99,0.0,0.88,6.32,1.9536596000000001e-10,1.8364,PowerLaw,1.84,12.6025,4.03e-12,18.0528,17.35,Y
892,3FGL J1238.2-1958,PMN J1238-1959,5BZUJ1238-1959,bcu II,12 38 24.38,-19 59 13.68,0.0,ISP,14.075,1.0,0.83,0.0,8.53,5.237429900000001e-10,2.3487,PowerLaw,2.35,95.1277,9.4e-13,17.2986,0.0,Y
893,3FGL J1238.3-4543,PMN J1238-4541,, bcu II,12 38 06.03,-45 41 29.63,0.0,ISP,14.2,0.98,0.0,0.0,8.02,5.498129200000001e-10,2.1532,PowerLaw,2.15,107.3,0.0,17.1968,0.0,Y
894,3FGL J1239.4+0727,PKS 1236+077,5BZUJ1239+0730,bcu I,12 39 24.58,+07 30 17.18,0.4,LSP,13.011,1.0,0.91,0.0,8.03,5.0180227e-10,2.3976,PowerLaw,2.4,567.6946,7.75e-13,18.5505,17.24,Y
896,3FGL J1241.6-1456,RX J1241.8-1455,5BZBJ1241-1455,bll,12 41 49.36,-14 55 58.5,0.0,HSP,15.875,1.0,0.0,0.93,6.19,3.4786837000000004e-10,1.9594,PowerLaw,1.96,17.2863,1.81e-11,16.5792,16.28,Y
897,3FGL J1241.9+0639,1ES 1239+069,5BZBJ1241+0636,bll,12 41 48.24,+06 35 59.12,0.15,HSP,15.061,0.98,0.0,0.0,5.19,2.5088042999999997e-10,1.7817,PowerLaw,1.78,16.6188,1.76e-12,18.6751,18.12,Y
898,3FGL J1243.1+3627,Ton 116,5BZBJ1243+3627,bll,12 43 12.73,+36 27 43.99,0.0,HSP,16.15,1.0,0.93,0.97,31.24,1.96942e-09,1.7688,PowerLaw,1.77,148.0424,1.62e-11,16.2498,15.64,Y
899,3FGL J1243.9-0217,PMN J1243-0218,, bcu II,12 43 52.48,-02 18 38.4,0.0,LSP,12.83,1.0,0.0,0.0,5.15,3.3344573999999997e-10,2.1859,PowerLaw,2.19,77.84,0.0,0.0,0.0,N
900,3FGL J1244.1+1615,SDSS J124444.35+161621.7,5BZBJ1244+1616,bll,12 44 44.14,+16 16 22.8,0.456,-,0.0,0.92,0.0,0.0,5.47,3.0425112000000004e-10,2.4264,PowerLaw,2.43,14.3926,0.0,19.4726,18.26,N
901,3FGL J1244.1+1615,3C 275.1,, ssrq,12 43 57.64,+16 22 53.39,0.0,-,0.0,0.0,0.93,0.0,5.47,3.0425112000000004e-10,2.4264,PowerLaw,2.43,2896.6226,7.670000000000001e-13,18.8462,18.08,N
902,3FGL J1244.3-4955,SUMSS J124422-495422,, bcu II,12 44 22.97,-49 54 22.29,0.0,ISP,14.725999999999999,0.99,0.0,0.0,4.82,4.1072509e-10,2.1882,PowerLaw,2.19,99.7,0.0,17.8628,0.0,N
903,3FGL J1244.8+5707,1RXS J124510.5+571020,5BZBJ1245+5709,bll,12 45 09.99,+57 09 54.37,0.0,ISP,14.75,0.99,0.0,0.0,7.09,3.3546798999999997e-10,2.0702,PowerLaw,2.07,83.8714,5.3e-13,17.3321,16.51,Y
904,3FGL J1246.7-2547,PKS 1244-255,5BZQJ1246-2547,fsrq,12 46 46.8,-25 47 49.28,0.635,LSP,13.454,1.0,0.98,0.95,92.64,9.7865458e-09,2.1395,LogParabola,2.28,1165.6454,3.6299999999999997e-12,17.333,0.0,Y
905,3FGL J1247.0+4421,RX J1246.9+4423,5BZBJ1247+4423,bll,12 47 00.77,+44 23 20.03,0.6,HSP,16.84,1.0,0.0,0.85,5.74,2.5176006000000003e-10,2.0585,PowerLaw,2.06,10.7278,3.58e-12,17.8452,0.0,Y
906,3FGL J1248.0+5130,RX J1248.4+5128,5BZBJ1248+5128,bll,12 48 34.3,+51 28 07.87,0.35100000000000003,ISP,14.431,0.97,0.0,0.0,5.22,2.5350502000000003e-10,2.1634,PowerLaw,2.16,114.9079,5.24e-13,17.9052,17.04,Y
907,3FGL J1248.2+5820,PG 1246+586,5BZBJ1248+5820,bll,12 48 18.78,+58 20 28.71,0.0,ISP,14.885,1.0,0.95,0.96,55.53,3.9694226e-09,1.9474,PowerLaw,1.95,245.4239,6.450000000000001e-12,15.7184,14.94,Y
908,3FGL J1249.7+3705,RX J1249.8+3708,5BZBJ1249+3707,bll,12 49 46.75,+37 07 47.91,0.0,HSP,15.0,0.99,0.0,0.0,11.27,4.838009400000001e-10,1.6543,PowerLaw,1.65,6.1282,3.96e-13,18.9301,18.55,Y
909,3FGL J1250.5+0217,PKS 1247+025,5BZBJ1250+0216,bll,12 50 32.58,+02 16 32.17,0.955,LSP,13.812000000000001,1.0,0.88,0.0,6.41,4.0418987999999996e-10,2.3279,PowerLaw,2.33,340.8402,0.0,19.5971,19.03,Y
910,3FGL J1251.0-0203,TXS 1248-017,, bcu II,12 51 18.42,-02 02 07.72,0.0,LSP,13.272,0.96,0.0,0.0,6.86,4.5216098e-10,2.3857,PowerLaw,2.39,128.0438,0.0,0.0,20.05,Y
911,3FGL J1251.3+1041,1RXS J125117.4+103914,5BZBJ1251+1039,bll,12 51 17.88,+10 39 07.3,0.2454,HSP,15.55,0.99,0.0,0.0,6.39,3.6898012e-10,2.4387,PowerLaw,2.44,5.2371,1.4099999999999998e-12,17.5685,17.6,Y
912,3FGL J1253.2+5300,S4 1250+53,5BZBJ1253+5301,bll,12 53 11.92,+53 01 11.73,0.0,LSP,13.94,1.0,0.97,0.88,47.52,4.1760293e-09,1.8972,LogParabola,2.0,488.2964,4.75e-13,16.7211,16.9,Y
913,3FGL J1253.7+0327,MG1 J125348+0326,5BZGJ1253+0326,bll,12 53 47.0,+03 26 30.42,0.0657,HSP,15.422,1.0,0.87,0.89,12.13,7.4913969e-10,1.8418,PowerLaw,1.84,107.1076,2.95e-12,12.3189,14.11,Y
914,3FGL J1254.1+6240,1RXS J125400.1+624303,5BZBJ1253+6242,bll,12 53 59.31,+62 42 57.6,0.0,HSP,15.175999999999998,0.99,0.0,0.0,7.07,2.6135463e-10,1.9022,PowerLaw,1.9,12.1354,5.660000000000001e-13,19.3186,18.13,Y
915,3FGL J1254.1-2203,NVSS J125422-220413,, bcu II,12 54 22.48,-22 04 13.78,0.0,ISP,14.34,1.0,0.0,0.0,7.19,5.6181071e-10,2.2957,PowerLaw,2.3,27.7072,0.0,18.9146,0.0,Y
916,3FGL J1254.5+2210,TXS 1252+224,5BZBJ1254+2211,bll,12 54 33.27,+22 11 03.64,0.0,HSP,15.2,1.0,0.87,0.0,10.83,6.0064859e-10,1.9957,PowerLaw,2.0,101.2599,0.0,18.0772,16.74,Y
917,3FGL J1254.9-4423,PKS 1252-441,5BZGJ1254-4424,bll,12 54 57.51,-44 24 56.6,0.040999999999999995,LSP,13.815999999999999,1.0,0.9,0.0,4.45,3.1340823999999997e-10,2.1948,PowerLaw,2.19,368.1,0.0,9.773,0.0,Y
918,3FGL J1256.1-0547,3C 279,5BZQJ1256-0547,fsrq,12 56 11.16,-05 47 21.52,0.536,LSP,13.106,1.0,0.99,0.99,160.6,2.0574949999999998e-08,2.2329,LogParabola,2.34,9711.8711,4.0499999999999996e-11,16.5449,0.0,Y
919,3FGL J1256.3-1146,PMN J1256-1146,5BZGJ1256-1146,bcu I,12 56 15.95,-11 46 37.34,0.05791,HSP,15.722000000000001,1.0,0.85,0.87,11.11,6.66387e-10,1.9069999999999998,PowerLaw,1.91,54.5147,1.7100000000000002e-12,11.3963,0.0,Y
920,3FGL J1256.7+5328,TXS 1254+538,, bcu II,12 56 38.62,+53 34 23.7,0.0,LSP,13.25,0.93,0.0,0.0,5.77,3.4677543999999997e-10,2.6386,PowerLaw,2.64,186.5014,0.0,0.0,19.51,N
921,3FGL J1256.9+3649,1RXS J125716.0+364713,5BZBJ1257+3647,bll,12 57 16.58,+36 47 14.91,0.531,HSP,15.17,0.92,0.0,0.0,12.51,6.6889905e-10,2.079,PowerLaw,2.08,72.6652,7.070000000000001e-13,17.645,17.26,Y
922,3FGL J1258.0+6120,NVSS J125820+612049,5BZBJ1258+6120,bll,12 58 20.78,+61 20 49.4,0.22399999999999998,ISP,14.548,1.0,0.0,0.0,5.14,2.0149174e-10,2.0963,PowerLaw,2.1,10.3146,0.0,18.4149,22.02,Y
923,3FGL J1258.1+3233,ON 393,5BZQJ1257+3229,fsrq,12 57 57.23,+32 29 29.32,0.8059999999999999,LSP,13.377,0.95,0.89,0.0,11.92,5.7806876e-10,2.4667,PowerLaw,2.47,652.5592,4.98e-13,18.205,18.39,Y
925,3FGL J1258.7+5137,NVSS J125825+514225,, bcu III,12 58 25.44,+51 42 25.66,0.0,-,0.0,1.0,0.0,0.0,4.9,2.2614892999999998e-10,2.1588,PowerLaw,2.16,50.6446,0.0,19.6798,18.58,Y
927,3FGL J1259.0-2310,PKS B1256-229,5BZUJ1259-2310,bcu I,12 59 08.46,-23 10 38.65,0.48100000000000004,LSP,13.623,1.0,0.93,0.0,8.19,6.0916427e-10,2.0286,PowerLaw,2.03,482.6384,0.0,16.4907,0.0,Y
928,3FGL J1259.8-3749,NVSS J125949-374856,, bcu II,12 59 49.8,-37 48 58.16,0.0,ISP,14.626,1.0,0.0,0.0,9.28,6.289124799999999e-10,2.2417,PowerLaw,2.24,27.0472,0.0,17.3528,0.0,Y
930,3FGL J1300.2+1416,NVSS J130041+141728,, bcu II,13 00 41.03,+14 17 29.41,0.0,LSP,13.05,0.96,0.0,0.0,11.92,4.1552886e-10,2.8551,PowerLaw,2.86,100.9703,0.0,0.0,20.03,N
932,3FGL J1303.0+2435,MG2 J130304+2434,5BZBJ1303+2433,bll,13 03 03.21,+24 33 55.72,0.993,LSP,13.13,1.0,0.87,0.0,28.55,1.9113973e-09,2.181,PowerLaw,2.18,122.6806,0.0,0.0,18.92,Y
934,3FGL J1304.2-2411,PMN J1304-2412,, bcu II,13 04 16.77,-24 12 17.03,0.0,ISP,14.49,1.0,0.85,0.0,9.35,6.472226599999999e-10,1.9573,PowerLaw,1.96,59.5557,0.0,18.9503,0.0,Y
935,3FGL J1304.3-4353,1RXS J130421.2-435308,5BZBJ1304-4353,bll,13 04 20.92,-43 53 08.7,0.0,HSP,15.497,1.0,0.83,0.95,33.53,3.1930316e-09,1.9075,PowerLaw,1.91,43.8,6.3099999999999996e-12,16.7127,0.0,Y
937,3FGL J1304.9-2109,PKS B1302-208,, bcu II,13 04 59.06,-21 06 42.45,0.0,ISP,14.055,0.99,0.91,0.0,4.88,3.6549444e-10,2.1479,PowerLaw,2.15,604.3734,0.0,0.0,0.0,Y
938,3FGL J1305.5+7854,S5 1304+79,5BZBJ1305+7854,bll,13 05 00.01,+78 54 35.79,0.0,LSP,12.48,1.0,0.89,0.0,9.37,3.8135448e-10,2.377,PowerLaw,2.38,287.6952,0.0,19.5298,0.0,Y
939,3FGL J1306.8-2146,PKS 1304-215,, bcu I,13 06 40.62,-21 48 14.94,0.126,LSP,12.462,0.98,0.87,0.0,4.31,3.4157366e-10,2.1466,PowerLaw,2.15,312.1449,0.0,20.6519,0.0,Y
940,3FGL J1307.6-4300,1RXS J130737.8-425940,5BZBJ1307-4259,bcu II,13 07 37.98,-42 59 38.98,0.0,HSP,15.497,1.0,0.83,0.96,23.7,1.9505042e-09,1.8374,PowerLaw,1.84,36.2,6.7599999999999995e-12,15.8819,0.0,Y
942,3FGL J1309.3+4304,B3 1307+433,5BZBJ1309+4305,bll,13 09 25.52,+43 05 05.57,0.691,HSP,15.128,1.0,0.89,0.87,29.05,1.7442684e-09,1.9358,PowerLaw,1.94,60.1409,7.120000000000001e-13,17.2695,16.59,Y
943,3FGL J1309.5+1154,4C +12.46,5BZBJ1309+1154,bll,13 09 33.93,+11 54 24.55,0.0,LSP,13.32,1.0,0.94,0.0,9.13,5.8437222e-10,2.1432,PowerLaw,2.14,855.5696,0.0,18.1112,17.68,Y
944,3FGL J1310.2-1159,TXS 1307-117,5BZBJ1310-1157,bll,13 10 12.42,-11 57 47.0,0.14,HSP,16.067999999999998,1.0,0.84,0.87,6.87,3.3551122999999996e-10,1.7975,PowerLaw,1.8,83.3951,2.61e-12,14.0894,0.0,Y
945,3FGL J1310.6+2446,MG2 J131037+2447,, bcu III,13 10 38.44,+24 48 18.73,0.0,-,0.0,0.99,0.0,0.0,4.14,2.2488168e-10,2.2019,PowerLaw,2.2,116.4049,0.0,18.3868,16.86,Y
946,3FGL J1310.6+3222,OP 313,5BZUJ1310+3220,fsrq,13 10 28.66,+32 20 43.78,0.997,LSP,13.3,1.0,0.94,0.0,51.97,3.6532102e-09,2.1528,LogParabola,2.25,1687.1660000000002,8.53e-13,19.0156,17.13,Y
947,3FGL J1310.7+5515,TXS 1308+554,5BZQJ1311+5513,fsrq,13 11 03.21,+55 13 54.32,0.925,LSP,13.364,0.99,0.88,0.0,6.11,2.3894811e-10,2.5272,PowerLaw,2.53,425.3318,0.0,20.1436,18.65,Y
948,3FGL J1311.0+0036,RX J1311.1+0035,5BZBJ1311+0035,bll,13 11 06.47,+00 35 10.04,0.0,HSP,15.755,1.0,0.0,0.83,4.71,1.6436524e-10,1.5452,PowerLaw,1.55,17.8491,1.65e-12,17.4011,17.36,Y
950,3FGL J1312.7+4828,GB 1310+487,5BZUJ1312+4828,agn,13 12 43.35,+48 28 30.94,0.638,LSP,13.136,1.0,0.95,0.0,66.04,4.8591029e-09,2.0411,LogParabola,2.13,221.0698,0.0,0.0,20.04,Y
951,3FGL J1312.7-2349,NVSS J131248-235046,, bcu III,13 12 48.75,-23 50 46.95,0.0,-,0.0,1.0,0.0,0.0,9.76,5.926783e-10,1.8014,PowerLaw,1.8,28.928,0.0,18.3729,0.0,Y
952,3FGL J1312.8-0424,PKS B1310-041,5BZQJ1312-0424,fsrq,13 12 50.9,-04 24 49.89,0.825,LSP,13.335999999999999,1.0,0.88,0.0,16.46,9.7162478e-10,2.4872,PowerLaw,2.49,226.7262,6.37e-13,0.0,0.0,Y
953,3FGL J1314.7-4237,MS 13121-4221,5BZGJ1315-4236,bcu II,13 15 03.4,-42 36 50.04,0.0,HSP,16.28,1.0,0.0,0.0,4.47,3.5051145e-10,2.0821,PowerLaw,2.08,13.9,0.0,15.7351,0.0,Y
